game, timeslot, broker, netDemand, mktQty, mktCost, imbalance, imbalanceCost, mktImbCost, estCost
PowerTAC_2018_Finals_260,616,AgentUDE,-48048.922,44570.045,-3192.331,-3476.206,40.144,53.027,-735.832
PowerTAC_2018_Finals_260,616,default broker,1.750,0.000,0.000,1.750,-0.020,-0.027,0.000
PowerTAC_2018_Finals_260,617,SPOT,-6774.900,22837.427,-4867.516,16062.527,21.133,-234.163,0.000
PowerTAC_2018_Finals_260,617,AgentUDE,-40973.196,30371.703,-1435.478,-10600.072,-13.946,154.530,-1882.729
PowerTAC_2018_Finals_260,617,default broker,0.040,0.000,0.000,0.040,0.000,-0.001,0.000
PowerTAC_2018_Finals_260,618,SPOT,-5464.259,17427.101,-3140.781,11962.842,-28.162,-397.231,0.000
PowerTAC_2018_Finals_260,618,AgentUDE,-37288.440,39759.559,-2078.162,2472.633,-5.830,-82.105,0.000
PowerTAC_2018_Finals_260,618,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,619,SPOT,-3770.714,12209.110,-1925.644,8438.396,-56.136,-41.465,0.000
PowerTAC_2018_Finals_260,619,AgentUDE,-32488.478,38730.470,-1097.102,6243.413,-41.560,-30.679,0.000
PowerTAC_2018_Finals_260,619,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,620,SPOT,-2730.198,4957.023,-881.792,2226.825,802.740,330.104,0.000
PowerTAC_2018_Finals_260,620,AgentUDE,-49001.240,43309.197,-3121.793,-6938.243,-2501.143,-1028.522,-1028.522
PowerTAC_2018_Finals_260,620,default broker,-0.046,0.000,0.000,-0.046,-0.017,-0.007,-0.007
PowerTAC_2018_Finals_260,621,SPOT,-2123.729,3695.159,-625.622,1571.430,537.312,221.714,0.000
PowerTAC_2018_Finals_260,621,AgentUDE,-47557.879,43917.285,-3615.778,-4880.194,-1668.664,-688.549,-688.549
PowerTAC_2018_Finals_260,621,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,622,SPOT,-2164.389,3624.986,-223.616,1460.597,328.655,136.321,0.000
PowerTAC_2018_Finals_260,622,AgentUDE,-52957.478,43950.869,-4302.615,-9348.759,-2103.605,-872.543,-872.543
PowerTAC_2018_Finals_260,622,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,623,SPOT,-1936.686,3322.070,-58.796,1385.384,200.469,88.164,0.000
PowerTAC_2018_Finals_260,623,AgentUDE,-61882.056,44519.497,-3071.032,-17399.159,-2517.707,-1107.255,-1107.255
PowerTAC_2018_Finals_260,623,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,624,SPOT,-1884.598,4691.156,-213.291,2806.558,525.067,244.670,0.000
PowerTAC_2018_Finals_260,624,AgentUDE,-58928.221,52151.731,-3852.574,-6817.890,-1275.530,-594.369,-594.369
PowerTAC_2018_Finals_260,624,default broker,-0.913,0.000,0.000,-0.913,-0.171,-0.080,-0.080
PowerTAC_2018_Finals_260,625,SPOT,-1960.620,3737.376,-139.676,1776.756,172.787,77.369,0.000
PowerTAC_2018_Finals_260,625,AgentUDE,-58408.761,54477.139,-2950.902,-3968.222,-385.904,-172.796,-172.796
PowerTAC_2018_Finals_260,625,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,626,SPOT,-1793.580,3662.883,-122.638,1869.303,0.555,-54.074,0.000
PowerTAC_2018_Finals_260,626,AgentUDE,-59251.322,60567.077,-2741.066,2522.955,-8.145,-72.982,0.000
PowerTAC_2018_Finals_260,626,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,627,SPOT,-2069.660,5154.760,-228.542,3085.100,-29.362,-1.592,0.000
PowerTAC_2018_Finals_260,627,AgentUDE,-57541.306,61822.952,-2790.757,5512.846,-89.824,-2.844,0.000
PowerTAC_2018_Finals_260,627,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,628,SPOT,-2720.383,6874.220,-256.902,4153.837,-41.664,-21.102,0.000
PowerTAC_2018_Finals_260,628,AgentUDE,-59471.925,62830.645,-2656.115,3822.867,-47.177,-19.420,0.000
PowerTAC_2018_Finals_260,628,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,629,SPOT,-3604.530,7701.480,-259.479,4096.950,-84.110,-110.947,0.000
PowerTAC_2018_Finals_260,629,AgentUDE,-50660.823,63612.708,-2829.892,12953.305,-266.011,-350.782,0.000
PowerTAC_2018_Finals_260,629,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,630,SPOT,-4414.839,9745.080,-454.035,5330.241,-89.487,-34.437,0.000
PowerTAC_2018_Finals_260,630,AgentUDE,-48464.321,55478.153,-2946.994,7015.253,-117.823,-45.324,0.000
PowerTAC_2018_Finals_260,630,default broker,0.010,0.000,0.000,0.010,-0.000,-0.000,0.000
PowerTAC_2018_Finals_260,631,SPOT,-5756.173,9651.416,-466.018,3895.243,492.600,197.206,0.000
PowerTAC_2018_Finals_260,631,AgentUDE,-58809.576,51188.922,-3200.622,-8853.654,-1119.651,-448.237,-448.237
PowerTAC_2018_Finals_260,631,default broker,2.020,0.000,0.000,2.020,0.255,0.102,0.000
PowerTAC_2018_Finals_260,632,SPOT,-7254.355,8556.890,-420.935,1302.535,234.968,104.009,0.000
PowerTAC_2018_Finals_260,632,AgentUDE,-56934.486,53850.927,-3437.640,-4316.559,-778.678,-344.683,-344.683
PowerTAC_2018_Finals_260,632,default broker,1.435,0.000,0.000,1.435,0.259,0.115,0.000
PowerTAC_2018_Finals_260,633,SPOT,-7565.638,6580.533,-428.190,-985.105,-203.295,-89.673,-89.673
PowerTAC_2018_Finals_260,633,AgentUDE,-53354.421,53341.372,-4342.220,-335.400,-69.216,-30.531,-30.531
PowerTAC_2018_Finals_260,633,default broker,4.101,0.000,0.000,4.101,0.846,0.373,0.000
PowerTAC_2018_Finals_260,634,SPOT,-9004.507,8016.523,-418.122,-987.984,-0.782,2.642,-100.391
PowerTAC_2018_Finals_260,634,AgentUDE,-50130.371,53489.171,-4761.702,4563.444,-11.257,-12.201,0.000
PowerTAC_2018_Finals_260,634,default broker,5.292,0.000,0.000,5.292,0.004,-0.014,0.000
PowerTAC_2018_Finals_260,635,SPOT,-8504.054,6283.434,-667.319,-2220.620,3.405,32.234,-272.004
PowerTAC_2018_Finals_260,635,AgentUDE,-45159.713,52240.517,-2359.853,8301.724,-48.315,-120.505,0.000
PowerTAC_2018_Finals_260,635,default broker,7.280,0.000,0.000,7.280,-0.011,-0.106,0.000
PowerTAC_2018_Finals_260,636,SPOT,-8155.626,6703.689,-918.248,-1451.937,-561.244,-237.596,-237.596
PowerTAC_2018_Finals_260,636,AgentUDE,-47734.610,49180.630,-3217.203,615.730,238.010,100.759,0.000
PowerTAC_2018_Finals_260,636,default broker,5.917,0.000,0.000,5.917,2.287,0.968,0.000
PowerTAC_2018_Finals_260,637,SPOT,-8358.533,6655.384,-722.295,-1703.149,0.613,11.091,-209.022
PowerTAC_2018_Finals_260,637,AgentUDE,-51158.536,52856.765,-2081.018,2576.303,0.928,-16.777,0.000
PowerTAC_2018_Finals_260,637,default broker,4.920,0.000,0.000,4.920,-0.002,-0.032,0.000
PowerTAC_2018_Finals_260,638,SPOT,-7240.917,9289.693,-1491.440,2048.776,-2.978,-5.427,0.000
PowerTAC_2018_Finals_260,638,AgentUDE,-49109.236,48555.763,-2924.303,-89.119,0.130,0.236,-15.127
PowerTAC_2018_Finals_260,638,default broker,3.010,0.000,0.000,3.010,-0.004,-0.008,0.000
PowerTAC_2018_Finals_260,639,SPOT,-8283.663,9428.311,-1457.087,1144.648,0.455,-31.198,0.000
PowerTAC_2018_Finals_260,639,AgentUDE,-49024.178,48658.907,-5707.592,-358.401,-0.143,9.768,-59.034
PowerTAC_2018_Finals_260,639,default broker,1.820,0.000,0.000,1.820,0.001,-0.050,0.000
PowerTAC_2018_Finals_260,640,SPOT,-8620.460,3171.596,-67.152,-5448.864,-2514.593,-1041.805,-1041.805
PowerTAC_2018_Finals_260,640,AgentUDE,-48489.907,49293.521,-4956.355,-435.986,-201.203,-83.359,-83.359
PowerTAC_2018_Finals_260,640,default broker,-0.591,0.000,0.000,-0.591,-0.273,-0.113,-0.113
PowerTAC_2018_Finals_260,641,SPOT,-7438.036,7232.456,-1212.690,-205.580,-0.278,0.202,-39.017
PowerTAC_2018_Finals_260,641,AgentUDE,-46593.551,47339.967,-4112.953,1977.615,-3.050,-1.946,0.000
PowerTAC_2018_Finals_260,641,default broker,0.130,0.000,0.000,0.130,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,642,SPOT,-5710.793,4098.661,-588.242,-1612.132,4.326,4.880,-339.133
PowerTAC_2018_Finals_260,642,AgentUDE,-40041.053,45489.619,-3906.635,5518.954,-16.155,-16.707,0.000
PowerTAC_2018_Finals_260,642,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,643,SPOT,-3791.810,4157.551,-493.430,365.741,-4.172,-6.767,0.000
PowerTAC_2018_Finals_260,643,AgentUDE,-35498.544,41924.397,-2522.627,6427.738,-73.391,-118.934,0.000
PowerTAC_2018_Finals_260,643,default broker,-1.105,0.000,0.000,-1.105,0.013,0.020,-0.291
PowerTAC_2018_Finals_260,644,SPOT,361.252,3125.638,-332.408,3486.890,-33.543,-159.832,0.000
PowerTAC_2018_Finals_260,644,AgentUDE,-43771.491,45065.319,-4721.073,1303.014,-12.607,-59.728,0.000
PowerTAC_2018_Finals_260,644,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,645,SPOT,367.172,2357.569,-92.874,2724.741,2.904,-11.046,0.000
PowerTAC_2018_Finals_260,645,AgentUDE,-46436.793,44042.905,-4640.979,-2391.469,-2.549,9.695,-310.732
PowerTAC_2018_Finals_260,645,default broker,-1.030,0.000,0.000,-1.030,-0.001,0.004,-0.134
PowerTAC_2018_Finals_260,646,SPOT,367.652,2563.789,-148.468,2931.441,646.400,275.650,0.000
PowerTAC_2018_Finals_260,646,AgentUDE,-52640.711,46619.536,-3737.452,-7260.774,-1601.045,-682.747,-682.747
PowerTAC_2018_Finals_260,646,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,647,SPOT,533.402,779.313,-44.919,1312.715,387.204,168.280,0.000
PowerTAC_2018_Finals_260,647,AgentUDE,-62184.291,52731.215,-2360.918,-10699.276,-3155.907,-1371.568,-1371.568
PowerTAC_2018_Finals_260,647,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,648,SPOT,395.924,2304.138,-83.538,2700.062,-2.481,-0.798,0.000
PowerTAC_2018_Finals_260,648,AgentUDE,-58350.513,55707.496,-3515.718,-1416.145,1.301,0.418,-100.877
PowerTAC_2018_Finals_260,648,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,649,SPOT,376.664,2263.740,-102.844,2640.404,2.340,-73.787,0.000
PowerTAC_2018_Finals_260,649,AgentUDE,-56666.127,56002.583,-2851.501,573.184,-1.581,-16.018,0.000
PowerTAC_2018_Finals_260,649,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,650,SPOT,357.544,2287.500,-85.406,2645.044,-50.670,-7.380,0.000
PowerTAC_2018_Finals_260,650,AgentUDE,-38178.061,55532.838,-2715.459,17490.659,-344.428,-48.799,0.000
PowerTAC_2018_Finals_260,650,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,651,SPOT,391.984,2450.120,-105.540,2842.104,353.134,137.287,0.000
PowerTAC_2018_Finals_260,651,AgentUDE,-58339.102,47481.356,-2407.309,-12103.947,-1503.928,-584.678,-584.678
PowerTAC_2018_Finals_260,651,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,652,SPOT,346.903,3091.423,-146.756,3438.326,-2.429,-12.807,0.000
PowerTAC_2018_Finals_260,652,AgentUDE,-54961.230,55724.050,-2475.856,2001.820,-9.633,-7.456,0.000
PowerTAC_2018_Finals_260,652,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,653,SPOT,317.484,3952.010,-61.988,4269.494,-3.678,-23.855,0.000
PowerTAC_2018_Finals_260,653,AgentUDE,-51551.992,48824.705,-2827.968,-2659.866,2.291,14.861,-115.964
PowerTAC_2018_Finals_260,653,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,654,SPOT,310.489,4414.839,-178.122,4725.328,-15.331,-17.080,0.000
PowerTAC_2018_Finals_260,654,AgentUDE,-49231.649,48329.268,-2848.762,-900.960,2.923,3.257,-40.402
PowerTAC_2018_Finals_260,654,default broker,0.310,0.000,0.000,0.310,-0.001,-0.001,0.000
PowerTAC_2018_Finals_260,655,SPOT,312.912,6148.493,-311.221,6461.405,-67.019,-14.104,0.000
PowerTAC_2018_Finals_260,655,AgentUDE,-50405.944,56430.485,-2202.960,6025.962,-62.534,-13.154,0.000
PowerTAC_2018_Finals_260,655,default broker,1.300,0.000,0.000,1.300,-0.013,-0.003,0.000
PowerTAC_2018_Finals_260,656,SPOT,-16333.926,7686.215,-371.960,-8647.711,-1509.921,-588.857,-588.857
PowerTAC_2018_Finals_260,656,AgentUDE,-64084.702,52774.506,-2219.003,-12549.795,-2191.239,-854.566,-854.566
PowerTAC_2018_Finals_260,656,default broker,3.361,0.000,0.000,3.361,0.587,0.229,0.000
PowerTAC_2018_Finals_260,657,SPOT,-16929.667,7776.918,-435.691,-9152.749,-1849.785,-771.866,-771.866
PowerTAC_2018_Finals_260,657,AgentUDE,-53140.324,54771.856,-3494.838,405.132,81.878,34.165,0.000
PowerTAC_2018_Finals_260,657,default broker,5.820,0.000,0.000,5.820,1.176,0.491,0.000
PowerTAC_2018_Finals_260,658,SPOT,-17851.367,125279.046,-21498.566,107427.679,-11001.436,-1042.461,0.000
PowerTAC_2018_Finals_260,658,AgentUDE,-52756.598,51574.014,-3559.704,37.968,-4.072,-0.368,0.000
PowerTAC_2018_Finals_260,658,default broker,5.315,0.000,0.000,5.315,-0.544,-0.052,0.000
PowerTAC_2018_Finals_260,659,SPOT,-18752.532,121479.711,-25465.667,102727.179,-10214.019,-978.221,0.000
PowerTAC_2018_Finals_260,659,AgentUDE,-45393.063,47901.688,-1766.009,3725.273,-388.233,-35.474,0.000
PowerTAC_2018_Finals_260,659,default broker,6.230,0.000,0.000,6.230,-0.619,-0.059,0.000
PowerTAC_2018_Finals_260,660,SPOT,-18680.875,121073.338,-24011.788,102392.463,-11748.398,-1178.092,0.000
PowerTAC_2018_Finals_260,660,AgentUDE,-36830.633,49701.678,-1572.847,13017.233,-1501.187,-149.772,0.000
PowerTAC_2018_Finals_260,660,default broker,5.339,0.000,0.000,5.339,-0.613,-0.061,0.000
PowerTAC_2018_Finals_260,661,SPOT,-17679.013,120837.304,-33651.116,103158.291,-11974.672,-841.433,0.000
PowerTAC_2018_Finals_260,661,AgentUDE,-31894.520,45697.599,-3566.000,13805.131,-1602.620,-112.605,0.000
PowerTAC_2018_Finals_260,661,default broker,4.240,0.000,0.000,4.240,-0.492,-0.035,0.000
PowerTAC_2018_Finals_260,662,SPOT,-17889.661,109832.509,-24902.259,91942.848,-8486.984,-3279.879,0.000
PowerTAC_2018_Finals_260,662,AgentUDE,-38220.543,39072.790,-3795.241,853.669,-78.805,-30.453,0.000
PowerTAC_2018_Finals_260,662,default broker,0.674,0.000,0.000,0.674,-0.062,-0.024,0.000
PowerTAC_2018_Finals_260,663,SPOT,-17902.597,162654.952,-50702.235,144752.355,-21701.520,-111.772,0.000
PowerTAC_2018_Finals_260,663,AgentUDE,-33411.099,38976.333,-6711.132,5566.893,-834.635,-4.299,0.000
PowerTAC_2018_Finals_260,663,default broker,-0.196,0.000,0.000,-0.196,0.029,0.000,-0.051
PowerTAC_2018_Finals_260,664,SPOT,-18733.209,170122.079,-52661.436,151388.869,-23916.805,-1898.048,0.000
PowerTAC_2018_Finals_260,664,AgentUDE,-29732.176,37208.047,-8116.478,7477.935,-1181.445,-93.755,0.000
PowerTAC_2018_Finals_260,664,default broker,1.422,0.000,0.000,1.422,-0.225,-0.018,0.000
PowerTAC_2018_Finals_260,665,SPOT,-18239.536,149580.115,-44823.854,131340.579,-17968.147,-353.323,0.000
PowerTAC_2018_Finals_260,665,AgentUDE,-25604.892,31483.513,-7965.163,5880.074,-804.462,-15.818,0.000
PowerTAC_2018_Finals_260,665,default broker,0.310,0.000,0.000,0.310,-0.042,-0.001,0.000
PowerTAC_2018_Finals_260,666,SPOT,-15360.308,117215.369,-37117.643,101855.061,-9792.651,-963.582,0.000
PowerTAC_2018_Finals_260,666,AgentUDE,-26088.751,25755.911,-8571.867,-331.419,31.864,3.135,-87.476
PowerTAC_2018_Finals_260,666,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,667,SPOT,-11957.262,81990.536,-23267.234,70033.274,-4113.818,-625.266,0.000
PowerTAC_2018_Finals_260,667,AgentUDE,-33674.713,22984.481,-6882.553,-10688.811,627.870,95.431,-2659.626
PowerTAC_2018_Finals_260,667,default broker,-1.260,0.000,0.000,-1.260,0.074,0.011,-0.298
PowerTAC_2018_Finals_260,668,SPOT,-11058.723,9763.130,-2545.183,-1295.593,-684.145,-282.122,-282.122
PowerTAC_2018_Finals_260,668,AgentUDE,-35764.427,32837.623,-3292.130,-4146.604,-2189.636,-902.946,-902.946
PowerTAC_2018_Finals_260,668,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,669,SPOT,-8758.951,8226.610,-1476.520,-532.341,-220.639,-97.297,-90.995
PowerTAC_2018_Finals_260,669,AgentUDE,-42924.905,36348.053,-3318.947,-7809.852,-3236.940,-1427.424,-1427.424
PowerTAC_2018_Finals_260,669,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,670,SPOT,-9090.733,7979.586,-1162.079,-1111.147,-368.919,-154.181,-154.181
PowerTAC_2018_Finals_260,670,AgentUDE,-49570.046,44709.386,-2989.540,-5189.609,-1723.032,-720.101,-720.101
PowerTAC_2018_Finals_260,670,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,671,SPOT,-9050.286,7990.219,-325.361,-1060.067,-1.387,12.308,-85.560
PowerTAC_2018_Finals_260,671,AgentUDE,-52296.020,53569.837,-2222.039,2481.617,-3.353,-28.813,0.000
PowerTAC_2018_Finals_260,671,default broker,-2.542,0.000,0.000,-2.542,-0.003,0.030,-0.205
PowerTAC_2018_Finals_260,672,SPOT,-8388.106,8062.172,-69.060,-325.934,-0.172,9.725,-22.086
PowerTAC_2018_Finals_260,672,AgentUDE,-46128.656,48178.815,-2601.369,3279.559,-17.797,-97.849,0.000
PowerTAC_2018_Finals_260,672,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,673,SPOT,-8061.496,7396.288,-637.667,-665.208,0.638,0.539,-47.792
PowerTAC_2018_Finals_260,673,AgentUDE,-42682.701,45717.517,-2350.436,3490.277,-8.878,-2.830,0.000
PowerTAC_2018_Finals_260,673,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,674,SPOT,-8695.223,7600.229,-236.328,-1094.994,-151.566,-49.691,-49.691
PowerTAC_2018_Finals_260,674,AgentUDE,-60112.216,32921.083,-1854.886,-28430.733,-3935.292,-1290.179,-1290.179
PowerTAC_2018_Finals_260,674,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,675,SPOT,-9229.395,7511.661,-377.422,-1717.734,4.128,9.739,-82.197
PowerTAC_2018_Finals_260,675,AgentUDE,-48367.099,56794.902,-1781.413,9661.072,-62.865,-54.777,0.000
PowerTAC_2018_Finals_260,675,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,676,SPOT,-9807.403,8724.611,-314.347,-1082.792,14.460,18.762,-44.822
PowerTAC_2018_Finals_260,676,AgentUDE,-39476.256,49857.386,-2225.960,10452.401,-143.244,-181.109,0.000
PowerTAC_2018_Finals_260,676,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,677,SPOT,-11037.848,10193.452,-468.484,-844.396,-102.067,-39.091,-39.091
PowerTAC_2018_Finals_260,677,AgentUDE,-53877.532,44616.098,-2062.464,-10501.034,-1269.316,-486.143,-486.143
PowerTAC_2018_Finals_260,677,default broker,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PowerTAC_2018_Finals_260,678,SPOT,-12189.672,11420.669,-553.347,-769.003,-89.508,-38.958,-38.958
PowerTAC_2018_Finals_260,678,AgentUDE,-49316.186,47815.402,-2425.054,-2740.384,-318.965,-138.829,-138.829
PowerTAC_2018_Finals_260,678,default broker,0.200,0.000,0.000,0.200,0.023,0.010,0.000
PowerTAC_2018_Finals_260,679,SPOT,-14534.673,12935.556,-648.833,-1599.117,1.464,13.814,-96.156
PowerTAC_2018_Finals_260,679,AgentUDE,-44256.914,49988.122,-2366.178,6947.409,-35.609,-60.014,0.000
PowerTAC_2018_Finals_260,679,default broker,1.710,0.000,0.000,1.710,-0.002,-0.015,0.000
PowerTAC_2018_Finals_260,680,SPOT,-16526.452,19527.924,-1031.435,3001.471,-45.074,-3.679,0.000
PowerTAC_2018_Finals_260,680,AgentUDE,-41840.556,52948.314,-3061.605,12337.159,-253.858,-15.124,0.000
PowerTAC_2018_Finals_260,680,default broker,3.270,0.000,0.000,3.270,-0.049,-0.004,0.000
PowerTAC_2018_Finals_260,681,SPOT,-17516.438,21002.941,-1234.107,3486.503,-16.672,-43.733,0.000
PowerTAC_2018_Finals_260,681,AgentUDE,-41158.930,44219.873,-3770.786,3199.164,-16.861,-40.129,0.000
PowerTAC_2018_Finals_260,681,default broker,5.990,0.000,0.000,5.990,-0.029,-0.075,0.000
PowerTAC_2018_Finals_260,682,SPOT,-18203.268,22057.962,-2172.380,3854.694,-66.679,-22.409,0.000
PowerTAC_2018_Finals_260,682,AgentUDE,-42466.987,42090.436,-2023.395,-375.129,6.489,2.181,-44.525
PowerTAC_2018_Finals_260,682,default broker,5.860,0.000,0.000,5.860,-0.101,-0.034,0.000
PowerTAC_2018_Finals_260,683,SPOT,-19686.660,22984.741,-1521.983,3298.081,-5.186,-90.499,0.000
PowerTAC_2018_Finals_260,683,AgentUDE,-41551.048,40187.759,-3716.187,-1359.591,2.138,37.307,-125.329
PowerTAC_2018_Finals_260,683,default broker,6.160,0.000,0.000,6.160,-0.010,-0.169,0.000
PowerTAC_2018_Finals_260,684,SPOT,-19441.518,22760.635,-1386.689,3319.117,-4.637,-8.924,0.000
PowerTAC_2018_Finals_260,684,AgentUDE,-39120.481,38097.873,-2598.649,-1020.056,1.425,2.743,-99.164
PowerTAC_2018_Finals_260,684,default broker,6.460,0.000,0.000,6.460,-0.009,-0.017,0.000
PowerTAC_2018_Finals_260,685,SPOT,-19723.127,21635.750,-3295.522,1912.623,794.408,324.747,0.000
PowerTAC_2018_Finals_260,685,AgentUDE,-47430.039,37391.663,-1591.383,-11264.776,-4678.826,-1912.663,-2046.844
PowerTAC_2018_Finals_260,685,default broker,0.830,0.000,0.000,0.830,0.345,0.141,0.000
PowerTAC_2018_Finals_260,686,SPOT,-18637.094,18378.047,-2468.182,-259.047,-0.168,1.952,-34.583
PowerTAC_2018_Finals_260,686,AgentUDE,-39933.338,43359.612,-2113.879,4643.642,-11.597,-34.995,0.000
PowerTAC_2018_Finals_260,686,default broker,2.100,0.000,0.000,2.100,0.001,-0.016,0.000
PowerTAC_2018_Finals_260,687,SPOT,-18036.824,21720.405,-2775.468,3683.581,-3.438,-18.709,0.000
PowerTAC_2018_Finals_260,687,AgentUDE,-42731.447,40484.777,-2355.886,-2172.648,2.028,11.035,-349.626
PowerTAC_2018_Finals_260,687,default broker,-0.780,0.000,0.000,-0.780,0.001,0.004,-0.116
PowerTAC_2018_Finals_260,688,SPOT,-17202.540,22562.155,-284.549,5359.615,-20.320,-22.313,0.000
PowerTAC_2018_Finals_260,688,AgentUDE,-41307.152,40628.354,-1162.749,-675.916,2.563,2.814,-177.793
PowerTAC_2018_Finals_260,688,default broker,0.210,0.000,0.000,0.210,-0.001,-0.001,0.000
PowerTAC_2018_Finals_260,689,SPOT,-17339.639,22035.276,-55.395,4695.637,-67.854,46.666,0.000
PowerTAC_2018_Finals_260,689,AgentUDE,-30297.474,40080.117,-1091.095,9784.064,-141.439,97.235,0.000
PowerTAC_2018_Finals_260,689,default broker,0.200,0.000,0.000,0.200,-0.003,0.002,0.000
PowerTAC_2018_Finals_260,690,SPOT,-15950.926,18194.401,-72.512,2243.475,-38.126,-12.510,0.000
PowerTAC_2018_Finals_260,690,AgentUDE,-24961.914,36285.916,-969.859,11325.423,-192.541,-63.155,0.000
PowerTAC_2018_Finals_260,690,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,691,SPOT,-13019.989,14365.016,-31.705,1345.027,-9.448,-3.809,0.000
PowerTAC_2018_Finals_260,691,AgentUDE,-33354.898,34153.293,-1100.648,800.648,-5.639,-2.267,0.000
PowerTAC_2018_Finals_260,691,default broker,-1.438,0.000,0.000,-1.438,0.010,0.004,-0.346
PowerTAC_2018_Finals_260,692,SPOT,-11105.882,12728.834,-146.396,1622.952,794.137,339.944,0.000
PowerTAC_2018_Finals_260,692,AgentUDE,-37759.708,35025.397,-500.922,-3967.311,-1941.269,-830.994,-830.994
PowerTAC_2018_Finals_260,692,default broker,-0.234,0.000,0.000,-0.234,-0.115,-0.049,-0.049
PowerTAC_2018_Finals_260,693,SPOT,-8815.519,9867.159,-121.146,1051.640,-1.881,-6.259,0.000
PowerTAC_2018_Finals_260,693,AgentUDE,-38648.521,42808.563,-836.439,5382.842,-32.732,-32.037,0.000
PowerTAC_2018_Finals_260,693,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,694,SPOT,-9296.233,10207.513,119.438,911.280,-7.707,-0.316,0.000
PowerTAC_2018_Finals_260,694,AgentUDE,-39651.028,40960.041,-2227.113,1383.264,-12.721,-0.479,0.000
PowerTAC_2018_Finals_260,694,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,695,SPOT,-9301.343,10254.122,-791.205,952.779,-8.331,-9.513,0.000
PowerTAC_2018_Finals_260,695,AgentUDE,-37550.866,40891.073,-1662.017,3341.944,-29.256,-33.368,0.000
PowerTAC_2018_Finals_260,695,default broker,0.000,0.000,0.000,0.000,0.000,-0.000,0.000
PowerTAC_2018_Finals_260,696,SPOT,-7527.466,9513.939,-561.710,1986.473,360.113,137.945,0.000
PowerTAC_2018_Finals_260,696,AgentUDE,-42716.863,27342.229,-910.743,-16607.634,-3010.675,-1153.271,-1153.271
PowerTAC_2018_Finals_260,696,default broker,-0.176,0.000,0.000,-0.176,-0.032,-0.012,-0.012
PowerTAC_2018_Finals_260,697,SPOT,-6526.630,9182.249,-302.301,2655.619,268.375,102.487,0.000
PowerTAC_2018_Finals_260,697,AgentUDE,-39461.475,28538.443,-1349.803,-12156.033,-1228.480,-469.130,-469.130
